Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2021,"12        ",Female,18,Right-Handed,166,22.5,167,1,"Rail (Train/Tram/Subway)",60,0.478,48,Baseball/Softball,781,797,668,535,251,535,23,"Left foot",75,78,"Ring finger",November,Summer,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7.5,8.5,4,"Yes - broadband connection","Text messaging",150,150,5,12,8,4,6,0,10,5,20,0,6,3,"A lot","Graduate degree","Rhythm and blues (R&B)",,Happy,Friend,"Education/Youth development"
USA,NY,2021,"12        ",Female,16,Right-Handed,165,26,163,1,"Rail (Train/Tram/Subway)",25,0.683,45,None,963,834,701,770,600,636,27,"Same length",7,7.3,"Ring finger",December,Fall,No,No,Pizza/Pasta,Water,Art,6.5,9,3,"Yes - broadband connection","Text messaging",20,13,0,3,32,35,0,0,35,3,20,20,0,3,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,Health
USA,NY,2021,"12        ",Female,17,Left-Handed,162.6,24,161,1,Car,23,.34,46,Walking/Hiking,866,818,824,872,743,888,24,"Same length",94,98,"Ring finger",April,Fall,Yes,No,"Rice/Noodle dishes",Tea,English,6.5,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,30,5,,,,,,,,,,,,"A lot","Graduate degree",Other,Fly,Happy,Relative,"Education/Youth development"
USA,NY,2021,"12        ",Male,17,Right-Handed,175,24,180,2,"Rail (Train/Tram/Subway)",40,0.232,34,"Table Tennis",800,800,800,800,600,600,24,"Same length",90,98,"Ring finger",June,Winter,No,No,"Rice/Noodle dishes",Water,"Computers and technology",6,8,4,"Yes - broadband connection","Text messaging",40,30,0,0,20,1,0,5,20,5,50,0,0,4,Some,"Graduate degree",Classical,"Freeze time",Healthy,Other,Environment
USA,NY,2021,"11        ",Female,16,Right-Handed,156,21.5,68,2.5,"Rail (Train/Tram/Subway)",47,0.469,40,Other,600,545,670,728,100,400,21.5,"Same length",61,73,"Ring finger",April,Spring,No,No,Desserts,,"Physical education",4,12,2,"Yes - other","Text messaging",112,405,58,,,,,,,,,,,,,,,,,,
USA,NY,2021,"11        ",Female,17,Left-Handed,170.6,23,155,2,,"10 ",0.417,"30 ",Dancing,1000,1000,300,400,900,1000,23,"Same length",8.5,7.1,"Index finger",June,Fall,Yes,No,Fruit,"Powdered drink",Science,7,3,4,"Yes - broadband connection","Cell phone",5,10,5,3,2,2,"1 1/2",0,3,1,2,3,0,2,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Environment
USA,NY,2021,"11        ",Male,17,Right-Handed,178,25,180,1,Car,4,.332,38,"Football (American)",700,650,250,300,150,250,25,"Same length",88.9,93,"Ring finger",April,Spring,No,,Meat,Water,"Social studies",8,8,8-9,"Yes - dial-up connection","Cell phone",10,15,24,5,5,10,15,5,2,1,5,2,10,2,"Very little","Graduate degree",Country,Invisibility,Rich,"Business person",Other
USA,NY,2021,"11        ",Male,16,Right-Handed,177.8,24.13,165.1,2,"Rail (Train/Tram/Subway)",90,.3155,50,Basketball,850,850,900,615,1000,1000,24.13,"Same length",69.85,69.85,"Same length",December,Winter,Yes,No,Meat,Water,Science,6,10,4,"Yes - broadband connection","In person",50,100,20,2,5,3,6,10,20,3,10,0,15,1,Some,"Some college","Rap/Hip hop",Invisibility,Happy,Other,Health
USA,NY,2021,"12        ",Female,17,Right-Handed,148.5,21,147,2,"Rail (Train/Tram/Subway)",30,0.993,36,Other,1000,1000,1000,1000,300,500,21,"Same length",80.5,60.5,"Index finger",January,Fall,No,No,Meat,Water,Art,8,7,5,"Yes - dial-up connection","Text messaging",100,30,12,8,2,4,3,5,7,8,19,0,8,2,"Very little","Graduate degree","Rhythm and blues (R&B)",Invisibility,Happy,Relative,Health
USA,NY,2021,"12        ",Female,17,Right-Handed,165,38,165,3,Walk,5,0.542,32,Soccer,1000,1000,1000,1000,500,700,38,"Same length",,,"Same length",April,Spring,Yes,No,Desserts,Water,English,4,12,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",30,100+,0,3,20,12,16,4,12,5,12,6,8,24,"A lot","High school",Other,Telepathy,Rich,Other,Health
USA,NY,2021,"12        ",Female,17,Right-Handed,168,24.6,168,2,Car,15,0.324,50,Soccer,1000,1000,1000,1000,1000,1000,24.6,"Same length",70,50,"Same length",March,Fall,No,No,Soups,Water,History,8,9,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,20,6,5,6,2,12,1,7,7,20,20,0,2,"A lot","Graduate degree",Other,Fly,Happy,"Community leader or elder","Education/Youth development"
USA,NY,2021,"11        ",Female,16,Right-Handed,164,24,68,2,"Rail (Train/Tram/Subway)",70,.383,35,None,100,40,100,100,100,100,25,"Left foot",?,?,"Index finger",January,Winter,No,No,Meat,"Energy drink",English,2,12,5,"Yes - broadband connection","Text messaging",40,30,35,35,91,14,0,0,91,91,91,0,0,14,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,"International aid"
USA,NY,2021,"11        ",Female,16,Right-Handed,168,25,132,2,"Rail (Train/Tram/Subway)",45,0.441,48,Walking/Hiking,1000,551,551,620,572,802,26,"Left foot",75,72.5,"Ring finger",April,Fall,No,No,Fruit,Coffee,Science,6,9,3,"Yes - other","In person",7,12,5,0,18,3,2,0,4,1,30,1,0,2,Some,"Graduate degree","Punk rock",Fly,Happy,Other,Environment
USA,NY,2021,"12        ",Female,17,Right-Handed,158,24,155,3,Walk,12,0.39,48,Swimming,973,749,963,920,503,679,23,"Right foot",70,65,"Index finger",January,Summer,Yes,No,"Rice/Noodle dishes",Water,Art,6,4,4,"Yes - broadband connection","Text messaging",40,40,0,0,6,1,1,0,10,2,5,6,0,0,Some,"Undergraduate degree","Rock and roll",Fly,Happy,"Musician or singer",Health
USA,NY,2021,"11        ",Female,16,Right-Handed,155,,,1,"Rail (Train/Tram/Subway)",60,0.325,30,Swimming,1000,900,750,750,800,850,22,"Left foot",65.5,65.5,"Same length",April,Fall,No,No,"No favorite",Water,Science,7,8,4,"Yes - other","Text messaging",40,40,6,2,15,5,2,1,7,4,42,14,0,3,"A lot","Graduate degree",Other,Fly,Happy,Friend,"International aid"
USA,NY,2021,"11        ",Female,16,Right-Handed,178,26,,1,"Rail (Train/Tram/Subway)",90,0.539,45,Tennis,717,310,583,278,1000,1000,26,"Same length",,,"Index finger",July,Spring,No,No,"Rice/Noodle dishes",Water,Other,6,8,5,"Yes - other","Internet chat or instant messaging",40,50,30,0,30,5,6,0,10,10,30,10,0,2,Some,Other,Other,"Freeze time",Rich,Other,"International aid"
USA,NY,2021,"12        ",Male,18,Right-Handed,180,28,,2,Car,20,0.291,35,"Hockey (Ice)",358,690,64,176,888,1000,28,"Same length",,,"Index finger",December,Summer,No,No,Meat,Water,English,7,4.5,4,"Yes - broadband connection","In person",20,55,5,1,5,6,7,8,10,4,15,5,15,2,Some,"Undergraduate degree",Pop,Invisibility,Rich,Politician,"Education/Youth development"
USA,NY,2021,"11        ",Female,19,Right-Handed,157.4,"24 cm",157.4,2,"Rail (Train/Tram/Subway)",45,0.468,38,Baseball/Softball,1000,1000,1000,1000,1000,1000,24,"Same length",,,"Ring finger",November,Spring,Yes,No,"No favorite",Water,Art,9,12,6,"Yes - other","Cell phone",7,7,0,"3 h",2h,24/7h,0,0,0,2h,4h,2h,0,2h,"A lot","Graduate degree","Rhythm and blues (R&B)","Freeze time",Rich,Relative,Environment
USA,NY,2021,"12        ",Male,17,Ambidextrous,183,10.5,185,2,Walk,12,0.347,35,Basketball,1000,647,749,348,123,519,11,"Same length",77,78,"Ring finger",July,Spring,No,No,Pizza/Pasta,Water,Art,7,9,6,"Yes - other","In person",50,25,2,3,1,1,3,1,4,0,4,0,0,2,"Very little","Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,Friend,Environment
USA,NY,2021,"11        ",Male,17,Ambidextrous,6400,30.5,,1,Car,45," 0.27",37,Basketball,1000,1000,1000,1000,1000,1000,30.5,"Same length",,,"Ring finger",July,Summer,No,No,Meat,Water,Music,8,5,10,"Yes - broadband connection","Text messaging",200,250,12,0,0,10,,24-7,,,,,,,Some,,,,,,
USA,NY,2021,"11        ",Female,16,Right-Handed,164,19,63,3,"Rail (Train/Tram/Subway)",45,0.582,54,"Table Tennis",600,500,750,750,450,500,18,"Right foot",100,120,,February,Fall,No,No,"Rice/Noodle dishes",Water,Science,6,8,7,"Yes - broadband connection","Text messaging",25,22,8,1,25,5,2,0,50,5,70,0,0,1,"A lot","Graduate degree",Pop,"Freeze time",Healthy,Other,Health
USA,NY,2021,"11        ",Female,15,Right-Handed,162.5,68.48,58.4,1,"Rail (Train/Tram/Subway)",60,0.353,41,Dancing,1000,957,957,957,1000,1000,68.39,"Right foot",114.3,114.3,"Same length",September,Fall,Yes,No,Poultry,Water,"Physical education",5,11,3,"Yes - broadband connection","Text messaging",200,220,7,4,6,6,3,2,5,5,6,4,0,2,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Musician or singer",Health
USA,NY,2021,"12        ",Female,17,Right-Handed,141,25,141,1,Car,30,0.45,40,Other,898,374,487,743,417,672,25,"Same length",81,87,"Ring finger",March,Winter,Yes,No,Fruit,Water,English,5,13,3,"Yes - other","Internet chat or instant messaging",34,77,5,4,30,2,6,19,6,6,70,0.5,0,20,"A lot","Graduate degree",Other,Fly,Happy,Relative,Environment
USA,NY,2021,"12        ",Female,17,Right-Handed,173,24,181,1,Bus,70,0.549,35,Basketball,730,736,829,825,900,900,26,"Left foot",7.2,8.3,"Ring finger",June,Summer,No,No,"No favorite",Juice,Other,6,8,6,"Yes - broadband connection","Text messaging",14,24,20,4,35,4,2,2,5.15,5,20,1,5,3.5,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,Relative,"Education/Youth development"
USA,NY,2021,"12        ",Female,17,Right-Handed,"157  ",20,160,2,Car,40,0.349,39,Dancing,957,888,604,588,385,866,20,"Same length",60,70,"Ring finger",July,Spring,No,No,Pizza/Pasta,Water,Science,8,9,4,"Yes - broadband connection","Text messaging",260,270,9,20,10,20,0,3,8,5,38,20,0,0,Some,"Graduate degree",Pop,"Freeze time",Healthy,"Doctor or nurse",Health
USA,NY,2021,"12        ",Female,17,Right-Handed,160,27,157,2,"Rail (Train/Tram/Subway)",60,0.667,43,"Football (American)",700,600,900,900,900,"1,000",27,"Same length",65,75,"Ring finger",August,Fall,No,No,Desserts,Water,"Physical education",5,8,6,"Yes - broadband connection","Text messaging",30,20,2,2,15,17,7,0,28,14,49,49,0,14,"A lot","Graduate degree",Pop,Fly,Happy,Relative,"International aid"
USA,NY,2021,"11        ",Female,16,Right-Handed,155,23,148,2,"Rail (Train/Tram/Subway)",40,0.353,40,Walking/Hiking,1000,914,914,914,701,781,23,"Same length",85,90,"Ring finger",May,Summer,No,No,Desserts,,Science,7,10,3,"Yes - broadband connection","Text messaging",30,40,16,2,20,8,4,0,10,6,35,16,0,3,"A lot","Graduate degree",Other,Invisibility,Happy,Other,"Wildlife, animals"
USA,NY,2021,"12        ",Male,17,Right-Handed,178,25,89,1,Car,15,.351,33,Other,500,300,800,200,900,800,25,"Same length",64,76,"Ring finger",March,Summer,No,No,Meat,Water,"Mathematics and statistics",7,8,4,"Yes - broadband connection","Text messaging",20,200,4,1,10,10,7,3,2,2,5,1,0,1,"A lot","High school","Rap/Hip hop","Freeze time",Healthy,"Sports person","Education/Youth development"
USA,NY,2021,"12        ",Male,17,Right-Handed,187,27,188,2,"Rail (Train/Tram/Subway)",40,.383,44,Basketball,647,578,738,578,647,647,27,"Same length",75,75,"Same length",July,Winter,No,No,"Rice/Noodle dishes",Water,"Physical education",7,8,4,"Yes - broadband connection","Text messaging",0,0,3,0,10,14,0,14,7,0,10,0,0,21,Some,"Some college",Techno/Electronic,"Freeze time",Happy,Relative,Health
USA,NY,2021,"12        ",Female,17,Right-Handed,160,22,150,2,"Rail (Train/Tram/Subway)",20,0.329,32,Walking/Hiking,900,899,898,899,800,1000,22,"Same length",70,70,"Same length",August,Summer,No,No,Desserts,Water,English,9,11,2,"Yes - other","Text messaging",77,56,6,2,2,2,0,0,0,2,20,0,0,2,Some,"Undergraduate degree","Rock and roll","Freeze time",Happy,"Musician or singer","Education/Youth development"
USA,NY,2021,"12        ",Female,17,Right-Handed,151,21,,1,"Rail (Train/Tram/Subway)",55,0.341,54,None,867,956,978,843,638,754,22,"Left foot",74,77,"Ring finger",April,Fall,No,No,Seafood,Tea,Science,6,8,5,"Yes - broadband connection","Text messaging",5,10,5,2,25,10,7,0,21,6,25,35,0,7,"A lot","Graduate degree",Pop,Fly,Happy,"Musician or singer","Wildlife, animals"
USA,NY,2021,"12        ",Female,18,Right-Handed,157,23.5,148,2,"Rail (Train/Tram/Subway)",30,0.351,50,Swimming,1000,743,743,594,759,861,22.5,"Right foot",6.4,7.4,"Ring finger",January,Winter,No,No,Pizza/Pasta,Water,Science,8,8,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",3,2,1,0,14,6,0,0,10,1,20,3,0,10,"A lot","Graduate degree",Pop,Fly,Famous,Relative,"Education/Youth development"
USA,NY,2021,"11        ",Female,16,Right-Handed,161,21,157,2,"Rail (Train/Tram/Subway)",30,0.488,37,Other,786,840,754,861,652,658,21,"Same length",52,49,"Index finger",July,Summer,No,No,"Rice/Noodle dishes",Water,"Social studies",6,9,4,"Yes - broadband connection","Text messaging",100,100,25,25,20,15,15,0,10,10,25,10,0,7,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,Relative,"International aid"
USA,NY,2021,"12        ",Female,17,Right-Handed,160,24,158,2,"Rail (Train/Tram/Subway)",40,0.571,50,Basketball,465,390,321,225,1000,1000,24,"Same length",66,70,"Ring finger",November,Summer,No,No,Pizza/Pasta,Water,Science,8,11,5,"Yes - broadband connection","Text messaging",155,200,0,25,14,16,0,0,22,10,45,11,0,28,Some,"Graduate degree",Pop,Invisibility,Happy,Relative,Health
USA,NY,2021,"12        ",Male,17,Right-Handed,179,28.03,180.3,2,Bus,30,0.31,45,Soccer,800,750,900,400,700,1000,28.08,"Left foot",74,74,"Same length",June,Winter,Yes,No,Seafood,Water,"Mathematics and statistics",5,7,6,"Yes - broadband connection","Text messaging",12,48,2,1,3,3,8,1,2,1,67,3,0,2,Some,"Graduate degree",Other,Invisibility,Healthy,"Business person",Religious
USA,NY,2021,"12        ",Female,17,Right-Handed,152,23,146,2,"Rail (Train/Tram/Subway)",30,0.694,62,Dancing,1000,1000,1000,1000,600,60023,23,"Same length",7,6,"Index finger",October,Fall,Yes,No,"No favorite",Water,Art,7-8,7-9,6,"Yes - broadband connection","Text messaging",4,5,15,4,20,14,8,0,3.5,3,8,7,0,7,,"Undergraduate degree",Other,Telepathy,Happy,Relative,Health
USA,NY,2021,"12        ",Female,17,Right-Handed,170,23,165,1,"Rail (Train/Tram/Subway)",45,0.38,37,Rowing,1,4,6,5,3,2,23.5,"Left foot",70,68,"Index finger",February,Fall,No,No,Breads/Sandwiches,Water,Other,7,10,3,"Yes - broadband connection","Text messaging",39,42,4,2,10,24,5,3,7,6,42,14,0,3,Some,"Graduate degree","Punk rock",Telepathy,Rich,Relative,"Education/Youth development"
USA,NY,2021,"12        ",Female,18,Right-Handed,174,25.3,175,2,Car,60,,.36,Lacrosse,900,900,900,900,800,800,25,"Right foot",85,90,"Ring finger",March,Spring,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,10,5,"Yes - broadband connection","Text messaging",30,30,12,5,16,7,8,2,10,7,20,4,0,6,Some,"Graduate degree",Pop,Fly,Happy,Relative,"International aid"
USA,NY,2021,"12        ",Male,17,Right-Handed,128,28,128,1,"Rail (Train/Tram/Subway)",30,.359,74,Baseball/Softball,800,900,800,800,150,400,28,,80.5,80,"Index finger",June,Summer,Yes,No,Meat,Water,"Physical education",6,8,4,"Yes - broadband connection","In person",200,150,15,10,21,3,12,5,12,10,12,6,0,6,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person","Wildlife, animals"
USA,NY,2021,"11        ",Male,16,Left-Handed,?,?,?,1,"Rail (Train/Tram/Subway)",60,1,43,"Football (American)",1000,1000,1000,1000,500,500,?,"Same length",?,?,"Ring finger",March,Spring,Yes,No,Salads,Water,Art,10:00,11:00,3,"Yes - other","Cell phone",2,0,1hour,1hour,4hour,24hou,6min,4hour,4min,?,6hour,4hour,?,1hour,"A lot","Some college",Country,"Super strength",Happy,"Musician or singer","Wildlife, animals"
USA,NY,2021,"12        ",Male,17,Right-Handed,173,25,171,2,Bus,45,.323,41,Athletics,,,,,,,25,"Same length",77,81,"Ring finger",July,Summer,No,No,"No favorite",Water,"Physical education",6,8,4,"Yes - broadband connection","In person",25,25,30,0,3,1,7,20,10,2,30,1,"2 ",10,Some,Other,"Rap/Hip hop",Fly,Rich,Other,Environment
USA,NY,2021,"11        ",Female,17,Right-Handed,179.0,24,160,1,Car,7,.362,45,None,600,950,650,800,200,750,24.5,"Left foot",85,100,"Ring finger",May,Winter,No,No,"Rice/Noodle dishes","Soft drink (non-caffeinated)",Art,7,9,5,"Yes - other","Cell phone",25,25,12,8,3,13,1,0,13,10,20,15,0,4,Some,"Graduate degree",Pop,Telepathy,Happy,Teacher,Health
USA,NY,2021,"12        ",Female,18,Right-Handed,173,24,150,1,Car,5,.425,54,Athletics,1000,800,800,800,700,900,24,"Same length",8,7,"Index finger",February,Summer,No,No,Pizza/Pasta,Water,Languages,7,8.5,2,"Yes - broadband connection","Text messaging",15,81,7,0.5,12,2,10,0,12,1,2,6,0,2,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,Environment
USA,NY,2021,"12        ",Male,18,Left-Handed,173,25,,1,Car,40,.34,40,Athletics,700,600,500,800,700,700,25,"Same length",,,"Ring finger",June,Spring,No,No,Salads,Water,Science,7,7,4,"Yes - broadband connection","Text messaging",50,80,4,2,10,2,12,0,5,2,10,3,20,4,Some,"Undergraduate degree",Jazz,"Super strength",Healthy,Politician,Environment
USA,NY,2021,"12        ",Male,17,Right-Handed,150,7,150,0,Walk,150,0.586,71,None,500,800,400,300,900,1000,7,"Same length",3,3,"Same length",June,Summer,Yes,No,Meat,Water,Science,7,6,4,"Yes - other","In person",0,0,0,0,0,3,1,3,6,2,5,6,0,0,"Very little","High school",Other,,Happy,Other,"International aid"
USA,NY,2021,"12        ",Male,18,Right-Handed,186,28,188,1,Car,30,0.32,37,Running/Jogging,1000,500,500,1000,500,250,29,"Left foot",90,95,"Ring finger",January,Fall,Yes,No,Vegetables,Water,History,7,8,3,"Yes - broadband connection","Text messaging",65,100,7,1,12,3,9,0,12,2,20,5,0,3,"A lot","Graduate degree",Techno/Electronic,Telepathy,Healthy,Politician,Environment
USA,NY,2021,"12        ",Male,17,Left-Handed,181,26,185,3,Car,13,.54,34,Athletics,500,500,500,500,500,500,26,"Same length",3.5,3.7,"Ring finger",June,Fall,Yes,No,"Rice/Noodle dishes",Water,Science,3.5,6,3,"Yes - broadband connection","Text messaging",31,60,12,10,22,1,12,15,2,1,42,1,3,2,Some,"Graduate degree","Heavy metal","Freeze time",Happy,Friend,Health
USA,NY,2021,"12        ",Female,17,Right-Handed,160,22,152,2,Car,50,0.351,34,Other,615,642,620,631,706,770,22,"Same length",70,67,"Index finger",October,Summer,No,No,Pizza/Pasta,Water,Science,7,9,3,"Yes - broadband connection","Text messaging",100,100,5,0,30,5,0,10,25,15,20,0,0,5,"A lot","Graduate degree",Pop,Invisibility,Happy,Relative,"International aid"
USA,NY,2021,"11        ",Female,18,Left-Handed,165cm,22.86,91.44,1,"Rail (Train/Tram/Subway)","20 ",0.331,43,Baseball/Softball,909,500,500,500,100,1000,22.86,"Same length",7.62,"7 ","Index finger",April,Spring,No,No,Pizza/Pasta,Water,Science,8,6,4,"Yes - broadband connection","Cell phone",100+,100+,,,,,,,,,,,,,Some,Other,"Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,NY,2021,"12        ",Male,17,Right-Handed,183,23,188,2,"Rail (Train/Tram/Subway)",12,.28,40,Basketball,700,600,650,700,1000,900,23,"Same length",85,87,"Ring finger",March,Spring,No,No,Poultry,Water,"Mathematics and statistics",6,9,4,"Yes - broadband connection","Internet chat or instant messaging",5,7,3,0,5,7,3,10,8,0,10,0,0,2,"Very little","Graduate degree",Techno/Electronic,Invisibility,Happy,"Sports person",Environment
USA,NY,2021,"12        ",Male,17,Right-Handed,179,28.03,180.3,2,Bus,30,0.31,45,Soccer,800,750,900,400,700,1000,28.08,"Left foot",74,74,"Same length",June,Winter,Yes,No,Seafood,Water,"Mathematics and statistics",5,7,6,"Yes - broadband connection","Text messaging",12,48,2,1,3,3,8,1,2,1,67,3,0,2,Some,"Graduate degree",Other,Invisibility,Healthy,"Business person",Religious
USA,NY,2021,"12        ",Female,15,Right-Handed,155,,,3,"Rail (Train/Tram/Subway)",46,0.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"12        ",Female,17,Right-Handed,168,24,162,1,"Rail (Train/Tram/Subway)",50,0.492,46,Running/Jogging,950,950,900,900,650,700,24,"Same length",65,63,"Index finger",March,Fall,Yes,Yes,Breads/Sandwiches,Water,History,7,10,4,"Yes - broadband connection","Text messaging",40,40,4,2,14,4,4,0,20,2,70,15,0,5,Some,"Undergraduate degree","Rock and roll","Freeze time",Rich,Other,"International aid"
USA,NY,2021,"11        ",Female,16,Right-Handed,160,21,68,2,"Rail (Train/Tram/Subway)",45,0.318,43,None,700,700,700,700,600,600,21.5,"Left foot",93,95,"Ring finger",April,Fall,No,No,"Rice/Noodle dishes",Water,Science,7,10,4,"Yes - broadband connection","Text messaging",10,3,5,1,21,41,1,2,2,3,42,2,0,10,"A lot","Undergraduate degree",Pop,Fly,Healthy,"Musician or singer",Health
USA,NY,2021,"11        ",Female,17,Right-Handed,160,22,158,1,"Rail (Train/Tram/Subway)",65,0.393,37,Running/Jogging,1000,750,500,500,1000,1000,21,"Right foot",72,71,"Index finger",December,Winter,No,No,Fruit,Water,English,6,9,4,"Yes - broadband connection","In person",150,160,5,10,40,10,3,0,7,7,60,3,0,5,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,"Education/Youth development"
USA,NY,2021,"11        ",Female,17,Right-Handed,157,20,160,2,"Rail (Train/Tram/Subway)",60,0.354,48,Swimming,770,503,898,406,834,1000,21,"Left foot",50,55,"Ring finger",February,Winter,Yes,No,Meat,Water,Science,7,10,4,"Yes - broadband connection","Text messaging",20,50,15,7,16,20,2,2,24,10,25,1,15,9,Some,"Graduate degree","Rock and roll",Telepathy,Healthy,Relative,Health
USA,NY,2021,"12        ",Male,17,Right-Handed,181,35,185,2,"Rail (Train/Tram/Subway)",75,.24,33,"Hockey (Ice)",700,700,700,400,350,200,33,"Right foot",87,85,"Ring finger",August,Winter,No,No,"Rice/Noodle dishes",Water,Science,6,4,5,"Yes - other","In person",3,18,40,1,9,12,8,5,2,2,2,1,3,4,Some,"Graduate degree",Jazz,Telepathy,Happy,Relative,Health
USA,NY,2021,"11        ",Male,17,Right-Handed,181,31,184,1,Walk,7,.283,22,Baseball/Softball,1000,600,1000,800,500,600,31,"Same length",49,54,"Ring finger",October,Spring,Yes,No,"Rice/Noodle dishes",Water,Music,5-6,9,4,"Yes - other","Text messaging",30,25,5,2,4,6,8,1,6,2,8,2,0,5,Some,"Undergraduate degree","Rhythm and blues (R&B)",Fly,Rich,Relative,"Education/Youth development"
USA,NY,2021,"11        ",Female,16,Right-Handed,175,25,170,1,Walk,10,1,59,Walking/Hiking,1000,1000,1000,957,1000,1000,24,"Right foot",7,7,"Same length",October,Spring,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",9,10,4,"Yes - broadband connection","Text messaging",10,5,0,1,2,14,0,7,15,6,70,5,0,1,Some,"Undergraduate degree",Pop,Invisibility,Healthy,Relative,Health
USA,NY,2021,"11        ",Female,16,Right-Handed,173,24,87,1,"Rail (Train/Tram/Subway)",45,0.33,38,Dancing,658,642,567,652,262,497,25,"Left foot",13,16,"Ring finger",February,Fall,No,No,Pizza/Pasta,Tea,Other,6,8,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",0,1,1,0,4,0.5,0,0,2,1,50,0,0,1,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,Health
USA,NY,2021,"11        ",Female,16,Left-Handed,62,9,64,5,"Rail (Train/Tram/Subway)",45,0.371,52,"Martial Arts",1000,1000,695,845,835,829,,,9,2.9,"Index finger",February,Winter,No,No,"Rice/Noodle dishes",Water,"Computers and technology",6,9,5,"Yes - broadband connection","Cell phone",60,70,5,15,15,9,14,0,2,9,40,1,12,7,Some,"Graduate degree",Pop,Telepathy,Rich,Relative,"International aid"
USA,NY,2021,"11        ",Female,16,Right-Handed,175,20,170,2,"Rail (Train/Tram/Subway)",45,0.334,31,Dancing,1000,1000,909,995,497,722,20,"Same length",75,80,"Ring finger",August,Fall,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",4,12,5,"Yes - other","Cell phone",40,95,40,10,30,2,2,1,50,5,20,0,10,20,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,Health
USA,NY,2021,"11        ",Female,18,Left-Handed,167.6,24,68,1,Car,7,.759,68,Swimming,900,820,850,850,800,750,24.5,"Left foot",9.3,5.8,"Index finger",December,Fall,Yes,No,Poultry,Water,Science,5-6,7-8,5,"Yes - broadband connection","Text messaging",153,170,5,3,15,15,10,0,10,5,10,7,0,5,"A lot","Graduate degree",Pop,Fly,Happy,Relative,Health
USA,NY,2021,"12        ",Male,18,Right-Handed,185,29,188,1,Car,30,0.32,37,Baseball/Softball,950,950,950,1000,500,950,29,"Same length",68,74,"Ring finger",September,Summer,No,No,Meat,Milk,Science,6,10,5,"Yes - other","Text messaging",20,40,20,4,10,20,10,2,15,15,20,2,0,7,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Business person",Environment
USA,NY,2021,"12        ",Female,16,Right-Handed,156,24,160,2,"Rail (Train/Tram/Subway)",30,0.808,30,Walking/Hiking,765,846,678,765,657,657,24,"Same length",7,7.6,"Ring finger",November,Fall,No,,Pizza/Pasta,Water,Art,6,12,4,"Yes - other","Text messaging",28,70,3,4,6,4,2,0,4,2,4,1,2,2,"Very little","Undergraduate degree","Rhythm and blues (R&B)",Fly,Rich,Relative,"Education/Youth development"
